Desease,Diagnosa,Link,embedding
hiv,persistent depression and suicidal ideation in people living with hiv in tanzania: a longitudinal cohort study. ,https://pubmed.ncbi.nlm.nih.gov/39122904/,"[-4.9466058e-03  6.5503228e-03  1.6830844e-03  6.0213279e-05
  7.3674857e-04 -7.7249319e-03  3.4130285e-03  8.1895906e-03
 -4.0930384e-03 -5.0605033e-03  8.5128995e-06 -5.7568196e-03
 -2.7388544e-03  1.6985871e-04  4.3615079e-04 -3.5098831e-03
  4.4235559e-03 -1.9795934e-03 -3.9632088e-03 -8.9827385e-03
  5.4605701e-03  3.4483811e-03  4.5872941e-03 -1.7969579e-03
 -2.2215908e-03 -1.6141918e-03 -5.8545545e-03 -1.4942975e-04
 -3.6608200e-03  1.2985358e-03  4.4586989e-03  1.0028107e-03
  8.0583087e-04 -7.2064125e-03 -1.3310038e-03  3.1241588e-03
  1.3601175e-03 -1.7478223e-03 -1.7000997e-03 -4.5402879e-03
  1.9142507e-03 -6.1376593e-03 -2.5224858e-03  3.6272765e-03
  2.2759023e-03 -2.8003987e-03 -5.2336263e-03 -1.1929758e-03
  4.0632593e-03  3.7235313e-03  2.7275272e-03 -3.1531358e-03
 -2.9859928e-04 -1.8771436e-03 -1.0172897e-03  1.3167852e-04
  5.7520745e-03 -4.1752006e-04 -2.8938064e-03  3.8338359e-03
 -1.1615540e-03  8.2482537e-04 -1.6223523e-03 -1.3963317e-03
 -2.1764217e-03  5.3119967e-03  5.4231612e-05  5.0591258e-03
 -3.7088823e-03  7.4880599e-04 -8.6479471e-04  3.2160063e-03
  5.9039458e-03 -1.0398992e-03  3.7376024e-03  2.2511859e-03
  1.0419942e-03  1.2633874e-03 -1.5675779e-03 -2.3249881e-03
 -4.1237995e-03  6.2938663e-04  1.9874754e-03  4.7864881e-03
  1.1070957e-03 -7.4079912e-04  3.9462554e-03  5.2733864e-03
  1.5091822e-03  2.6416502e-04  2.9161570e-03  2.7803159e-03
  7.3920155e-04 -5.4683181e-04  8.9156618e-03  3.7693672e-03
 -1.0212469e-03 -6.6627548e-03  1.5111917e-03 -4.2502995e-04]"
hiv,afucosylated broadly neutralizing antibodies enhance clearance of hiv-1 infected cells through cell-mediated killing. ,https://pubmed.ncbi.nlm.nih.gov/39122901/,"[-4.7982619e-03  1.4686050e-03  8.6327817e-04 -1.1972324e-03
  1.1970062e-03 -2.2329059e-03  1.1279667e-03  4.3578139e-03
 -1.8901855e-03 -2.5719886e-03  1.8741577e-03 -4.0019914e-03
  1.7160625e-03 -6.4222986e-04 -1.3880930e-03 -1.7853009e-03
  3.3625227e-03 -5.7238166e-04 -6.6559575e-04 -3.1565221e-03
 -3.0555325e-03 -5.3135201e-04 -9.5659459e-04 -6.9380191e-04
  2.1056307e-03 -9.1571047e-04 -1.7273381e-03  3.3624666e-03
  4.3707609e-04 -1.4905633e-03  2.6930897e-03  2.2460942e-03
  1.6862930e-03 -1.2513984e-03 -1.4103577e-03  2.4615938e-04
 -3.2798367e-04 -3.0860247e-03 -1.7578647e-03 -1.5777959e-03
 -1.7944778e-03 -5.7902612e-04 -3.4596594e-03  9.5054670e-04
  1.2751875e-03 -1.9925986e-03 -1.0065536e-03  2.8836186e-04
  8.6703710e-04  2.1219882e-03  1.5866751e-03 -1.1073352e-03
 -1.9070775e-03  7.3798664e-04 -1.2151734e-03 -4.0682638e-04
  3.1635251e-03 -3.8287526e-03  2.2959174e-04  2.3868161e-03
  5.9031893e-04  2.2342600e-04  2.1266190e-03 -8.2151720e-04
 -4.8562745e-03  2.8020644e-03 -1.5875399e-03 -5.2692958e-05
 -1.5507441e-03  1.7888037e-03  1.4184724e-03  7.2049006e-04
  2.0966297e-03  2.5836171e-03  2.6349740e-03  2.8306248e-03
 -5.2334066e-04 -1.1488056e-03 -1.4698186e-03  3.6856596e-04
  2.3335131e-04  1.5062545e-04 -9.6279953e-04  1.8233386e-03
 -1.3668463e-03 -1.2613141e-03  1.4129319e-03  1.1464608e-03
  1.8652191e-03  2.2035626e-04  6.0635299e-04  3.5050090e-03
  3.0027893e-03 -3.0773360e-04  5.4921093e-03  3.6130971e-03
  3.9456554e-05 -5.6199083e-04 -2.0908576e-03 -2.6851655e-03]"
hiv,association between admission serum albumin and 12-weeks mortality in patients with late aids/hiv diagnosis: a retrospective cohort study. ,https://pubmed.ncbi.nlm.nih.gov/39122884/,"[-4.2704414e-03  2.8563074e-03  1.3102799e-03 -1.7346471e-03
  1.5122673e-03 -4.1532414e-03 -5.4348685e-04  7.7136625e-03
 -3.6126259e-03 -2.7282594e-03 -1.2133053e-03 -6.3847750e-03
 -2.9761675e-03  5.4074550e-04  1.5763096e-03 -3.3907809e-03
  2.1525437e-03 -2.7914634e-03 -2.5809559e-03 -6.2266816e-03
  9.4185560e-04 -3.1756435e-04  4.0199552e-03 -4.7512644e-04
  4.6690900e-05 -4.8010352e-05 -5.1381290e-03 -3.1485342e-04
 -3.5345410e-03  1.3867733e-03  5.4587824e-03  9.3914731e-04
  1.2457764e-03 -3.8368648e-03 -2.9093521e-03  2.4498312e-03
  2.2716755e-03 -2.4076838e-03 -3.3781340e-04 -3.2479858e-03
  1.2856001e-03 -4.1288608e-03 -2.1323194e-03  8.4636931e-04
  2.3512137e-03  2.0980266e-05 -6.0025614e-04  2.0176343e-04
  2.3205280e-03  4.4493806e-03  2.0426789e-03 -2.6456143e-03
 -5.6588301e-04 -2.1713388e-03 -1.5944818e-03 -2.2625834e-05
  3.4487236e-03 -3.3864812e-03 -3.1982963e-03  7.2622864e-04
 -5.2488304e-04  3.1203174e-04  1.2004832e-03 -8.8721723e-04
 -2.2351512e-04  2.4615182e-03  1.5273612e-03  2.3821560e-03
 -4.4071600e-03  1.9550724e-03  5.2674802e-04  3.3798288e-03
  4.4127097e-03  4.3073052e-04  3.6677581e-03  1.4100034e-03
  1.8314549e-03 -1.1703349e-03 -1.8102034e-03 -5.3283584e-04
 -3.1664521e-03 -1.2362845e-03  1.2257809e-05  4.9633780e-03
 -1.6645459e-03 -6.1064120e-04  2.2278572e-03  3.2077660e-03
  3.2676797e-04  2.6266777e-04  2.6174723e-03  2.3480095e-03
  1.6683055e-03 -1.8281987e-03  6.6523696e-03  2.2704136e-03
  1.6022573e-03 -3.9123162e-03  1.7463772e-03 -1.3985863e-04]"
hiv,interactome of the hiv-1 proteome and human host rna.                                                ,https://pubmed.ncbi.nlm.nih.gov/39122863/,"[-5.70794474e-03  4.03811736e-03 -7.72573112e-04 -7.05833139e-04
  3.04553192e-03 -3.12652905e-03 -1.37874624e-03  4.91981255e-03
 -1.67279178e-03 -1.98190869e-03  1.68466917e-03 -7.80587876e-03
 -1.31345959e-03  4.05677594e-03  2.04424869e-04 -4.60756570e-03
  1.88795535e-03  1.50655396e-05  1.17545524e-05 -4.58364142e-03
 -1.15192274e-03 -1.49203057e-03  1.56322937e-03 -2.38028867e-03
 -1.83682726e-03 -1.78835704e-03 -4.70045488e-03  3.33009986e-03
 -3.86255863e-03  1.54386694e-03  5.90395648e-03 -5.57575258e-04
  6.91609457e-04 -5.50901238e-03 -1.77922100e-03  2.20211339e-03
  6.18002377e-05 -1.96705852e-03 -1.14273455e-03 -2.77268887e-03
 -1.21825105e-04 -3.89063475e-03 -6.48252759e-03  3.58239142e-03
  1.53390924e-03 -2.74615770e-04 -2.44210195e-03 -1.33805128e-03
  2.14141887e-03  1.88998273e-03  3.44539224e-03 -6.14585215e-03
 -4.48688545e-04 -2.96430290e-03 -1.92668044e-03 -1.57197856e-03
  7.33024627e-03 -4.75070905e-03 -3.95519612e-03  1.74385740e-03
 -1.42164424e-03 -1.37451792e-03  2.53005745e-03  6.42066007e-04
 -2.97800568e-03  5.09310793e-03  2.62077490e-04  4.57069604e-03
 -4.87923808e-03  2.29893089e-03 -4.21141682e-04  2.94346362e-03
  6.42883079e-03  4.09091299e-04  3.35157756e-03 -1.91696966e-03
 -2.99752544e-04 -1.43288460e-04 -2.28195661e-03 -1.94626697e-03
 -4.75061778e-03  2.64970236e-04  6.64904597e-04  2.58444250e-03
  1.98964705e-03 -1.24417490e-03 -6.10644929e-05  2.99601047e-03
  4.40657465e-03  3.40050342e-03  2.68936460e-03  2.74006068e-03
  1.83667720e-03 -2.83038639e-03  5.12760691e-03  5.75960195e-03
  5.49396873e-03 -3.45511362e-03 -1.94717757e-03 -9.32197610e-04]"
hiv,hydroxyurea mobile directly observed therapy versus standard monitoring in patients with sickle cell anemia: a phase 2 randomized trial. ,https://pubmed.ncbi.nlm.nih.gov/39122788/,"[-2.9225671e-03  2.4101683e-03  2.4531165e-04 -1.4410050e-03
  2.1997292e-03 -7.1443402e-04 -4.4277360e-04  4.4626081e-03
 -6.5399939e-04 -3.9729094e-03 -8.0046506e-04 -3.4363202e-03
 -2.1472899e-03 -1.7734978e-04 -2.7935512e-04 -1.8680895e-03
  2.0655866e-03 -2.6915516e-03 -8.7404426e-04 -2.6467184e-03
  2.1882427e-04  1.1129467e-03  1.9437164e-03 -6.3290197e-04
 -2.0761145e-03 -1.2849207e-03 -1.8376900e-03 -7.3209481e-04
 -1.0242887e-03  6.7607019e-05  6.8046758e-04  2.2100967e-03
 -4.1201437e-04 -1.5899845e-03 -2.5056847e-03  3.3273830e-03
  2.6782489e-04 -4.0282859e-03 -1.2143876e-03 -1.9497146e-03
  9.5200009e-04 -2.2802290e-03 -8.7610788e-05 -9.1909850e-04
 -2.3943382e-04 -1.2439552e-03 -1.9574449e-03 -1.6342559e-03
  1.0309479e-03 -9.4029162e-04  2.0935774e-04 -3.8724025e-03
 -1.5021568e-03 -1.3240740e-03 -1.4621384e-03  1.0209872e-03
  1.5524538e-03 -7.3841249e-04 -3.0834645e-03  1.5909956e-03
  1.2400193e-03  1.5708345e-03  1.7513817e-03  6.4533879e-04
 -2.9415768e-03  2.9116136e-03  5.1717751e-04  2.5372109e-03
 -3.3511147e-03 -8.3243678e-04 -6.9981546e-04  1.8213569e-03
  3.5500934e-03 -4.6455380e-04  6.7393249e-04  2.6091866e-03
 -7.2986173e-04 -1.3132608e-03 -2.2404541e-03  1.5683634e-03
 -3.4158935e-03  9.8217290e-04  2.7756495e-03  3.1988155e-03
  7.1713970e-05 -2.6017500e-03  2.2353164e-03  2.0966080e-03
  6.1797485e-04  4.1167153e-04  1.7270177e-03  1.6474051e-03
  5.2274950e-04 -1.1567171e-04  3.9322325e-03  2.0294103e-03
  2.9032389e-04 -1.7147535e-03  2.4208014e-03 -3.0422665e-04]"
hiv,"vaccine effectiveness against anal hpv among men who have sex with men aged 18-45 years attending sexual health clinics in three united states cities, 2018-2023. ",https://pubmed.ncbi.nlm.nih.gov/39122662/,"[-1.8439071e-03  2.2750238e-03  9.4027095e-04  2.8937208e-04
 -2.3039114e-03 -3.8021929e-03  2.6474062e-03  5.3963168e-03
 -4.0321122e-03 -4.4757216e-03 -1.7614388e-04 -1.9354225e-03
 -1.5399748e-03  1.2159405e-03  9.5204212e-04 -1.9397326e-03
  2.9060438e-03 -2.6818644e-03 -1.9320345e-03 -4.1235504e-03
 -5.8317487e-04 -1.8596538e-05 -1.5367736e-03 -1.4133067e-03
 -2.6556936e-03 -1.2090997e-03 -1.6599633e-03 -9.7028096e-04
 -2.1788981e-03  7.5883151e-04  2.6603958e-03 -3.3044419e-04
  1.7729363e-03 -1.8601236e-03 -1.5317523e-03  3.7996660e-03
  2.5085339e-03 -8.7968708e-04 -1.3983953e-03 -4.2919996e-03
  5.5095198e-04 -1.3468650e-03  5.0691242e-04  1.7609163e-03
  2.2009339e-03 -2.9431887e-03 -2.8580683e-03 -2.5160378e-04
  3.1781557e-03  7.7044242e-04  1.2293268e-03 -1.3710951e-03
 -2.7002669e-03  4.5183272e-04 -1.7642505e-03  4.9591926e-04
  3.7149054e-03 -8.8556058e-04 -1.9655111e-03  2.0160598e-03
  1.9935254e-04 -1.0155127e-04  4.4899661e-04  1.6877119e-04
 -2.2153754e-03  2.3328385e-03 -1.3413589e-03  2.7315039e-04
 -3.4768337e-03  2.7431420e-03 -2.3548307e-03  4.4683344e-03
  3.7225729e-03  4.0526866e-04  2.0384840e-03  9.0015499e-04
  1.6418287e-03  1.9278869e-03 -1.6481462e-03  6.7270623e-04
 -7.8100426e-04 -1.6799988e-04  6.5554304e-06  9.6577557e-04
 -3.5655231e-04 -1.3188259e-03  2.6783830e-04  3.4585693e-03
  2.3839651e-03  3.7911462e-03  1.8969582e-03  1.0020786e-03
 -3.4212187e-04  6.0203910e-04  2.7520880e-03  1.3820451e-03
 -8.6124847e-04 -2.8751194e-03  4.6794438e-03  7.4911048e-04]"
hiv,perineal disintegration syndrome (pds) in children with human immunodeficiency virus (hiv) infection: a scoping review. ,https://pubmed.ncbi.nlm.nih.gov/39122612/,"[-3.2414270e-03  2.2405339e-03 -2.6890652e-03 -1.7186484e-03
 -3.2698119e-04 -4.7017098e-03  1.8932483e-03  5.3572049e-03
  4.2381012e-05 -2.8340064e-03  1.3783296e-03 -4.7418443e-03
 -1.4707384e-03 -1.9233003e-04 -2.7233576e-03 -1.2230851e-03
  3.4742686e-03 -3.7145207e-03 -7.7244535e-04 -3.3233960e-03
  3.9651426e-03  7.5363449e-04  3.4992653e-03  4.3087892e-04
 -1.1373238e-03 -3.0859734e-03 -1.7145857e-03 -1.3454863e-03
 -4.0585152e-03 -1.8186423e-03  4.7410531e-03 -2.5129360e-03
  5.7452140e-05 -2.7192615e-03 -1.6717174e-03  1.3067460e-03
  1.2796019e-03 -5.2519827e-03 -1.4401787e-03 -4.8290561e-03
  7.2934688e-04 -4.0375865e-03 -2.1672277e-03 -1.9754338e-04
  2.8124542e-03 -7.7585672e-04 -3.0509487e-03  4.3081399e-04
  3.6806827e-03  2.4238355e-03 -2.3301467e-04 -1.3502816e-03
  2.8111070e-04 -1.7947130e-03 -3.1171590e-03  2.2179589e-03
  5.2211541e-03 -2.5641662e-03 -3.7613257e-03 -2.8479687e-04
  4.3224263e-05  1.9912184e-03  1.6629369e-03 -1.7611138e-03
 -2.7614953e-03  3.3108639e-03 -1.5674143e-03  2.4308141e-03
 -3.9745094e-03  1.5831032e-03  1.3325253e-03  4.2399704e-03
  4.1419067e-03  1.3032098e-05  2.9465565e-03 -1.0677626e-03
  3.1864425e-04 -1.8367861e-04 -2.0351403e-03 -2.8866208e-03
 -1.8040981e-03 -7.8217810e-05 -1.2939757e-03  2.0465935e-03
 -6.5762718e-04 -2.6809170e-03  1.3517052e-03  9.0481254e-04
  1.0345926e-03  1.5526059e-03  3.1700691e-03  1.2046812e-03
  2.7803300e-05 -2.8555146e-03  6.8266108e-03  6.2737246e-03
  1.1824117e-03 -5.8476324e-03  1.2830590e-03 -1.7912530e-03]"
hiv,approach to sexually transmitted infection testing for men who have sex with men.                    ,https://pubmed.ncbi.nlm.nih.gov/39122439/,"[-1.2950347e-03  2.1352572e-03  5.5414729e-04  6.9776154e-04
 -2.7762554e-03 -5.4829489e-03  1.0971962e-03  6.5034139e-03
 -2.0290227e-03 -4.6879645e-03 -1.7178857e-03 -4.9592433e-03
 -1.2806009e-03  2.9521482e-04  5.3342886e-04 -1.9417910e-03
  4.9240896e-03 -2.3085671e-03 -9.3005237e-04 -5.0165090e-03
  1.1407182e-03  1.1632047e-04  6.9317321e-05 -3.3012989e-03
  1.8642531e-04  4.2249745e-04 -4.9475902e-03 -2.2135882e-03
 -4.8897932e-03  5.7727227e-04  4.9793590e-03  3.6354864e-04
  1.4724198e-03 -3.9139283e-03 -3.1413818e-03  5.1640342e-03
 -2.3932042e-04 -1.1097806e-03 -2.6103731e-03 -5.1090396e-03
  4.6666819e-03 -3.7377025e-03 -1.5835131e-03  1.9531554e-04
  6.5551669e-04 -1.8057434e-03 -4.0194634e-03 -1.5621504e-03
  2.6231592e-03  1.0253304e-03  1.2998648e-03 -5.2805943e-03
 -1.1369690e-03  2.2520921e-03 -4.0833345e-03  8.2446192e-04
  4.3103029e-03 -1.7100970e-03 -4.3221619e-03  9.8583649e-04
  8.8714980e-05 -1.5572297e-03  1.4408850e-03  3.8767158e-04
 -1.5634064e-03  5.0258306e-03 -1.0663946e-03 -3.0040881e-04
 -3.1588313e-03  8.1244172e-05 -3.3132548e-03  2.2554584e-03
  4.5169806e-03 -1.4831435e-03  4.4402061e-03  1.1633018e-03
  1.2312188e-03  3.4482868e-03 -5.8023562e-04  1.6251872e-03
 -2.7897633e-03  5.6862715e-04 -2.6200560e-04  4.7802827e-03
 -3.0075721e-03 -2.7813623e-03  1.2246741e-03  4.5492854e-03
  1.0488763e-03  3.0646267e-04  2.0620981e-03  3.9084041e-03
 -1.3418285e-03 -3.3116943e-04  4.7148359e-03  2.9285003e-03
 -4.1608431e-04 -1.6972433e-03  1.4508552e-03 -3.1248524e-04]"
hiv,approche du dépistage des infections transmissibles sexuellement chez les hommes ayant des rapports sexuels avec des hommes. ,https://pubmed.ncbi.nlm.nih.gov/39122438/,"[-2.5915814e-04  4.8868184e-04 -2.3529450e-03  1.9529440e-03
 -2.3812820e-04  5.8698613e-05 -1.3503995e-03 -5.4168218e-04
  6.8158307e-04  1.1051309e-03 -1.3370055e-03 -1.6984065e-03
 -1.5890374e-03 -1.2838986e-03  4.8722810e-04  4.3616109e-04
  1.6496005e-03 -1.6824988e-03 -2.5662707e-04  2.3420500e-03
 -1.8064927e-03  1.0299581e-03  6.3152687e-04  1.6756117e-03
  9.1655180e-04 -1.2861304e-03 -7.3118164e-04 -2.6540041e-03
  1.5004432e-04  2.1511239e-03 -1.2203505e-03 -7.0290500e-04
  1.4974133e-03  1.0367538e-03 -8.9557091e-04  1.2759194e-03
 -1.6128579e-03 -1.8934719e-03  1.7635642e-04 -1.2989405e-04
  3.8413712e-04  1.4343164e-03  7.9096394e-04  2.1967168e-03
 -2.2159715e-03 -1.4216641e-03  5.2879332e-04 -9.6415170e-05
 -2.8319671e-03 -5.5973267e-04 -1.4658265e-03  1.9129366e-05
 -1.3156231e-03 -5.7765940e-04  1.4522718e-03 -1.3536148e-03
  9.2843076e-04  1.0561022e-03  2.8280859e-04  4.5443181e-04
  1.3723401e-03 -1.4221257e-03 -3.0466344e-03 -1.4435524e-03
  5.4023789e-05 -2.2587562e-03  4.8220201e-04  1.3467011e-03
  1.1907991e-03  8.8652982e-05  1.4605970e-04 -1.0895762e-03
  7.0425408e-04  2.4964559e-04  2.4549111e-03 -1.0345458e-03
  1.4573976e-03 -7.6368806e-04 -2.7684428e-04 -1.7681208e-03
 -2.7621842e-03 -1.8003111e-03  1.0788180e-03  4.5495766e-04
 -9.9028926e-05 -3.8497776e-03  1.4338216e-03  1.4266835e-03
  8.9116313e-04 -1.4415567e-03  3.2986168e-04  1.4101891e-04
  1.2736128e-03 -7.4386114e-04 -2.9254990e-04  1.6085210e-03
  1.4520603e-03  1.3313828e-03 -2.3697826e-04 -2.3967659e-03]"
hiv,hiv: breakthrough study raises hopes of effective prevention if drug's cost can be lowered.          ,https://pubmed.ncbi.nlm.nih.gov/39122412/,"[-2.0393366e-03 -2.5063162e-04  2.2673178e-03  3.0133973e-05
  1.9121404e-03  1.4076209e-04  1.3188105e-03  3.0545071e-03
 -2.0911775e-03 -3.6342423e-03 -2.7786808e-03 -2.5800930e-03
  4.7467742e-04  1.8636159e-03 -2.2284656e-03  1.8143216e-04
 -1.8677658e-05 -1.3423724e-03 -2.5152040e-04 -3.3554921e-04
 -1.0792100e-03  3.0600962e-03 -7.2543451e-04 -2.9558460e-03
  8.1562635e-04  9.8229255e-05 -8.5808721e-04  2.1238441e-03
 -4.7473437e-03  2.6408320e-03  1.4353924e-03 -2.5511298e-03
  5.8705534e-04 -2.8778098e-03 -1.8708783e-03  1.4213414e-03
 -1.7868150e-03 -1.1375344e-03  3.3443360e-04 -3.1503851e-03
 -6.9785856e-05  7.1234553e-04 -2.7518664e-03  1.0260246e-03
  1.5556233e-03 -1.2602361e-03  7.3626370e-04 -9.2312519e-04
 -1.0459843e-04  3.6404116e-04  1.1268600e-03 -1.7881364e-03
 -1.8276949e-04  2.1467838e-03 -3.1700511e-03  1.9795543e-03
  1.3397674e-03 -1.6168788e-03  6.7330973e-04 -5.3057063e-04
 -2.9763233e-04  3.9769680e-04  5.8967789e-04 -3.7433565e-04
 -8.7336969e-04  9.6151448e-04 -2.3218901e-03 -2.7743974e-04
  2.4789672e-03 -9.0730080e-04 -7.6711859e-04  1.5159560e-03
 -1.3979522e-03 -9.9150417e-04  2.1889710e-03  7.5639336e-04
  3.1477131e-03  4.2521110e-04 -2.3593751e-03  1.3253459e-03
 -1.4186704e-03  2.8894050e-04 -3.0445780e-03 -5.6059618e-04
 -1.9194900e-04  1.3438298e-03  2.3436013e-03 -7.6202385e-04
  1.7348105e-03 -7.7178114e-04 -1.6996870e-03 -1.4732073e-03
  1.4771341e-03  1.5180678e-03  4.7288565e-03  3.1289309e-03
  5.3574942e-04 -2.9111878e-04  1.3467297e-03 -1.0797133e-03]"
hiv,"""prep a double-edged sword"": integrating implementation science methodology with photovoice to guide culturally-tailored pre-exposure prophylaxis (prep) programs for latino/a and non-latino/a men who have sex with men in south florida. ",https://pubmed.ncbi.nlm.nih.gov/39121065/,"[-2.6502039e-03  1.6159291e-03 -2.3439075e-04  1.1760637e-03
 -4.5979374e-05 -1.5977938e-03  2.1011839e-03  4.7591277e-03
 -2.1987665e-03 -2.9507233e-03  5.5055442e-04 -4.1717463e-03
 -1.6195156e-03  6.8497634e-04  1.1859770e-03 -1.9476129e-04
  4.0869662e-03 -2.8986733e-03 -1.8166788e-03 -3.1513809e-03
  9.1859500e-04  1.0071453e-03  3.0772046e-03 -1.3659286e-03
 -2.9686252e-03 -1.1276344e-03 -2.8121427e-03 -1.4412608e-03
 -3.1471206e-03  1.2988246e-03  3.5870441e-03 -1.2345723e-04
  8.3241600e-04 -4.6359128e-03 -2.8586322e-03  4.5380658e-03
 -9.7098375e-05 -2.4238140e-03 -3.1619100e-03 -3.5289836e-03
  1.9188768e-03 -1.7587435e-03 -2.2283494e-03  2.0813332e-03
  1.9689989e-03 -1.4601074e-03 -2.7893235e-03  1.8347199e-04
  2.3753436e-03  3.2979256e-04 -1.0329136e-04 -3.9795307e-03
 -2.5638626e-03  1.0267025e-03 -2.2490502e-03  2.0957827e-03
  2.9397057e-03 -1.5579542e-03 -1.6681752e-03  2.7616959e-04
 -1.3348361e-03  4.7881703e-04 -5.7021546e-04 -7.4524811e-04
 -8.3937281e-04  2.5778601e-03 -3.7224803e-04  1.6529135e-03
 -2.0957482e-03  4.6533477e-04 -1.6344064e-03  2.6095361e-03
  3.6220399e-03  1.8528783e-04  1.4304088e-03 -3.3750979e-04
 -3.8455290e-04  1.1160715e-03 -1.9648271e-03 -8.3241420e-04
 -9.0485776e-04  7.6131336e-04  1.2467520e-03  1.8525062e-03
  8.2891283e-04 -3.4228428e-03  1.1024531e-06  3.5470456e-03
  1.8860844e-03  3.6029660e-04  1.7776702e-03  2.3318613e-03
 -2.1982195e-03 -1.6691108e-04  4.3293377e-03  2.1590542e-03
  7.1712572e-04 -2.6301604e-03  2.9845340e-03  1.0784570e-03]"
hiv,status and future prospects for mobile phone-enabled diagnostics in tanzania.                       ,https://pubmed.ncbi.nlm.nih.gov/39121031/,"[-1.0701849e-03  1.4743103e-03 -6.7700649e-04 -1.8115532e-04
 -2.5566171e-03 -3.8044234e-03  4.2715659e-03  3.7029337e-03
 -1.9887337e-03 -3.9353277e-04  3.2911677e-04 -3.8857739e-03
 -9.6354744e-04  3.0327905e-03 -1.4380168e-03 -3.9201658e-03
  4.8577297e-03  8.4417668e-04  1.2396935e-03 -5.7532894e-03
  1.1886139e-03  3.5170917e-03  3.9868215e-03 -1.4699515e-03
  4.0388666e-05  2.0903472e-03 -1.3879245e-03  1.8105153e-03
 -4.9498719e-03 -7.8784174e-04  3.7462234e-03  1.4082135e-03
  5.3773605e-04 -2.5311993e-03 -1.8347073e-03  2.4529947e-03
 -2.8195207e-03 -1.0112020e-03 -5.8680901e-04 -2.4714018e-03
 -6.2147278e-04 -6.2999846e-03 -1.9468054e-03 -1.3989930e-03
  2.9456194e-03  3.8876265e-04 -4.4016661e-03  6.9320988e-04
  2.9199638e-03  1.7441858e-03 -9.8881859e-04 -2.6453780e-03
 -6.0761613e-03 -1.3079210e-03 -3.6276740e-03  1.5904173e-03
  2.1726466e-03 -2.0842638e-03 -3.8216878e-03  3.0582005e-03
 -2.4573747e-03  3.3325353e-03  2.9302613e-04  2.8467449e-04
 -1.7009128e-03 -3.4986009e-04  3.6302992e-04  2.4856930e-03
 -1.2041156e-03  1.8075826e-03  2.8106500e-03  1.6392343e-03
  3.4182158e-03 -4.8856273e-05  4.9718274e-03 -1.1674103e-04
  4.2955467e-04 -1.0916323e-03  5.1307719e-04  1.3640398e-03
 -1.3890905e-04 -2.5580106e-03 -3.0347749e-03  2.3842179e-03
  2.1392782e-03 -1.5332815e-03  4.6689482e-05  1.5182648e-03
  3.5015768e-03  5.9194694e-04  4.2327000e-03  3.6936097e-03
  1.6647782e-03 -2.1123458e-03  3.0256924e-03  1.6557605e-03
  6.1578827e-04 -4.9725263e-03  5.9516018e-04  3.9707995e-03]"
hiv,implementation science for hiv prevention and treatment in indigenous communities: a systematic review and commentary. ,https://pubmed.ncbi.nlm.nih.gov/39120668/,"[-3.5244769e-03  2.3657370e-03  2.5325394e-03  1.7814647e-03
  3.0610624e-03 -7.4453591e-03  4.2630016e-04  7.1136369e-03
 -4.4657295e-03 -4.5016422e-03 -1.0780167e-03 -5.2860589e-03
  9.8926699e-05  5.1727919e-03  2.4090558e-03 -2.5468001e-03
  3.8455862e-03 -1.3256874e-03 -3.9361576e-03 -6.2904041e-03
  3.3025662e-03  3.2722237e-04  5.5659539e-03 -3.9424403e-03
 -4.0099156e-04 -5.4311627e-06 -4.6277568e-03  1.3712075e-03
 -6.7217560e-03 -7.4679796e-05  5.6221518e-03  2.1277398e-03
  1.4894296e-04 -5.1753754e-03 -2.6570915e-03  4.0963120e-03
  6.5724901e-04 -2.7213795e-03 -3.0347223e-03 -1.1743637e-03
  1.1798140e-03 -2.8796718e-03 -4.2107822e-03  2.6568130e-03
  2.0674868e-03 -1.2915951e-03 -4.0735821e-03 -2.7853809e-04
  1.8992063e-03  2.2620230e-03  1.4522893e-03 -4.3442128e-03
 -3.6038137e-03 -1.1796252e-03 -3.1208720e-03  6.6923577e-04
  3.4007048e-03 -1.0320565e-03 -3.4101224e-03  9.3946408e-04
 -1.4019348e-03  1.9282830e-03  1.1571010e-03 -4.8289853e-04
 -3.2043597e-03  3.5703708e-03 -8.1650258e-05  2.7664998e-03
 -3.0876652e-03  4.2102495e-03 -4.9504096e-04  3.3326636e-03
  3.2662658e-03 -1.2259011e-03  3.8968141e-03  1.6672838e-03
 -6.1140326e-04  3.8522994e-05 -2.1360118e-03 -1.6832853e-03
 -4.4956086e-03  1.1799723e-03 -1.4519733e-03  3.7173831e-03
 -4.3943577e-04 -2.7953684e-03  1.7390028e-03  1.3010690e-03
  3.5286981e-03  1.2243711e-03  9.4839773e-04  2.0666537e-03
 -1.4864715e-03  1.1761949e-03  7.1281660e-03  4.0842867e-03
  3.6268353e-03 -4.2707338e-03 -9.5701835e-04 -9.6686406e-04]"
